AÑO;PERIODO;FECHA ENVIO;CODIGO ENTIDAD;ENTIDAD;CODIGO LINEA;LINEA INTERVENCION;CODIGO SERVICIO;NOMBRE SERVICIO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;CODIGO CENTRO ATENCION;NOMBRE CENTRO ATENCION;N° DE CEM;N° CASOS ATENDIDOS-TOTAL;N° CASOS ATENDIDOS - HOMBRES - TOTAL;N° CASOS ATENDIDOS - MUJERES - TOTAL;N° CASOS ATENDIDOS - VIOLENCIA PSICOLOGICA;N° CASOS ATENDIDOS - VIOLENCIA FISICA;N° CASOS ATENDIDOS - VIOLENCIA SEXUAL;N° CASOS ATENDIDOS - VIOLENCIA ECONÓMICA O PATRIMONIAL;N° CASOS ATENDIDOS - 0_5 - TOTAL;N° CASOS ATENDIDOS - 0_5 - HOMBRES;N° CASOS ATENDIDOS - 0_5 - MUJERES;N° CASOS ATENDIDOS - 6_11 - TOTAL;N° CASOS ATENDIDOS - 6_11 - HOMBRES;N° CASOS ATENDIDOS - 6_11 - MUJERES;N° CASOS ATENDIDOS - 12_17 - TOTAL;N° CASOS ATENDIDOS - 12_17 - HOMBRES;N° CASOS ATENDIDOS - 12_17 - MUJERES;N° CASOS ATENDIDOS - 18_25 - TOTAL;N° CASOS ATENDIDOS - 18_25  - HOMBRES;N° CASOS ATENDIDOS - 18_25 - MUJERES;N° CASOS ATENDIDOS - 18_29 - TOTAL;N° CASOS ATENDIDOS - 18_29  - HOMBRES;N° CASOS ATENDIDOS - 18_29 - MUJERES;N° CASOS ATENDIDOS - 26_35 - TOTAL;N° CASOS ATENDIDOS - 26_35 - HOMBRES;N° CASOS ATENDIDOS - 26_35 - MUJERES;N° CASOS ATENDIDOS - 36_45 - TOTAL;N° CASOS ATENDIDOS - 36_45 - HOMBRES;N° CASOS ATENDIDOS - 36_45 - MUJERES;N° CASOS ATENDIDOS - 30_59 - TOTAL;N° CASOS ATENDIDOS - 30_59 - HOMBRES;N° CASOS ATENDIDOS - 30_59 - MUJERES;N° CASOS ATENDIDOS - 46_59 - TOTAL;N° CASOS ATENDIDOS - 46_59 - HOMBRES;N° CASOS ATENDIDOS - 46_59 - MUJERES;N° CASOS ATENDIDOS - 60_MÁS - TOTAL;N° CASOS ATENDIDOS - 60_MÁS - HOMBRES;N° CASOS ATENDIDOS - 60_MÁS - MUJERES;N° DE ACTIVIDADES - TOTAL
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;CEM067;MOQUEGUA;1;358;21;337;282;67;9;;3;;;21;;;10;;;59;;;;;;114;;;84;;;;;;46;;;21;;;10 080
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220101;SAN MARTÍN;MOYOBAMBA;MOYOBAMBA;CEM068;MOYOBAMBA;1;285;42;243;146;109;30;;10;;;20;;;36;;;51;;;;;;69;;;51;;;;;;36;;;12;;;3 696
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110301;ICA;NASCA;NASCA;CEM069;NASCA;1;171;8;163;89;54;28;;6;;;16;;;17;;;26;;;;;;51;;;32;;;;;;19;;;4;;;3 966
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;160301;LORETO;LORETO                                                  ;NAUTA                                                   ;CEM070;NAUTA;1;75;14;61;35;33;7;;1;;;6;;;11;;;16;;;;;;16;;;18;;;;;;6;;;1;;;400
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;21809;ÁNCASH;SANTA;NUEVO CHIMBOTE                                          ;CEM071;NUEVO CHIMBOTE;1;254;75;179;117;108;29;;35;;;47;;;44;;;26;;;;;;36;;;44;;;;;;16;;;6;;;8 849
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130601;LA LIBERTAD;OTUZCO;OTUZCO;CEM072;OTUZCO;1;86;20;66;33;33;20;;10;;;18;;;19;;;13;;;;;;8;;;6;;;;;;7;;;5;;;2 796
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;190301;PASCO;OXAPAMPA;OXAPAMPA;CEM073;OXAPAMPA;1;160;11;149;79;66;15;;0;;;5;;;15;;;28;;;;;;48;;;26;;;;;;26;;;12;;;2 680
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;70106;CALLAO;CALLAO;VENTANILLA;CEM074;PACHACUTEC;1;326;29;297;190;103;33;;16;;;33;;;32;;;53;;;;;;101;;;75;;;;;;14;;;2;;;3 474
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;250301;UCAYALI;PADRE ABAD;PADRE ABAD;CEM075;PADRE ABAD;1;222;28;194;65;92;65;;13;;;24;;;41;;;44;;;;;;47;;;32;;;;;;16;;;5;;;1 267
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150133;LIMA METROPOLITANA;LIMA;SAN JUAN DE MIRAFLORES;CEM076;SAN JUAN DE MIRAFLORES;1;322;31;291;173;98;51;;12;;;33;;;33;;;41;;;;;;84;;;69;;;;;;35;;;15;;;9 254
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;50701;AYACUCHO;PARINACOCHAS;CORACORA;CEM077;PARINACOCHAS;1;154;24;130;54;81;19;;4;;;9;;;28;;;23;;;;;;32;;;28;;;;;;21;;;9;;;4 235
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;190113;PASCO;PASCO;YANACANCHA;CEM078;PASCO;1;405;44;361;169;192;44;;25;;;28;;;45;;;91;;;;;;93;;;68;;;;;;43;;;12;;;9 055
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;50801;AYACUCHO;PAUCAR DEL SARA SARA;PAUSA;CEM079;PAUCAR DEL SARA SARA;1;118;22;96;43;63;12;;10;;;27;;;15;;;11;;;;;;19;;;17;;;;;;13;;;6;;;2 329
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80910;CUSCO;LA CONVENCIÓN;PICHARI;CEM080;PICHARI;1;241;11;230;116;90;35;;7;;;23;;;34;;;52;;;;;;60;;;39;;;;;;20;;;6;;;3 634
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110501;ICA;PISCO;PISCO;CEM081;PISCO;1;362;41;321;238;101;23;;9;;;51;;;51;;;58;;;;;;85;;;67;;;;;;32;;;9;;;2 702
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200104;PIURA;PIURA;CASTILLA;CEM082;PIURA;1;525;45;480;265;197;63;;6;;;53;;;75;;;79;;;;;;138;;;101;;;;;;63;;;10;;;6 327
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;CEM083;PUCALLPA;1;379;14;365;172;133;74;;4;;;30;;;55;;;68;;;;;;120;;;69;;;;;;27;;;6;;;4 084
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210101;PUNO;PUNO;PUNO;CEM084;PUNO;1;406;27;379;221;167;18;;2;;;9;;;24;;;59;;;;;;142;;;86;;;;;;62;;;22;;;5 656
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;CEM085;QUILLABAMBA;1;355;32;323;238;108;9;;4;;;6;;;21;;;62;;;;;;94;;;82;;;;;;67;;;19;;;3 717
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220801;SAN MARTÍN;RIOJA;RIOJA;CEM086;RIOJA;1;252;24;228;64;169;19;;7;;;21;;;45;;;43;;;;;;73;;;34;;;;;;18;;;11;;;2 885
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150114;LIMA METROPOLITANA;LIMA;LA MOLINA;CEM087;LA MOLINA;1;530;80;450;276;157;97;;31;;;102;;;94;;;64;;;;;;84;;;78;;;;;;46;;;31;;;14 439
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150132;LIMA METROPOLITANA;LIMA;SAN JUAN DE LURIGANCHO;CEM088;SAN JUAN DE LURIGANCHO;1;1 090;103;987;656;266;168;;45;;;88;;;129;;;167;;;;;;294;;;218;;;;;;118;;;31;;;10 565
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150135;LIMA METROPOLITANA;LIMA;SAN MARTÍN DE PORRES;CEM089;SAN MARTIN DE PORRES;1;640;34;606;367;211;62;;15;;;31;;;44;;;108;;;;;;178;;;143;;;;;;94;;;27;;;10 741
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;131001;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;CEM090;SANTIAGO DE CHUCO;1;56;9;47;19;31;6;;1;;;11;;;9;;;13;;;;;;7;;;5;;;;;;8;;;2;;;2 232
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120601;JUNÍN;SATIPO;SATIPO;CEM091;SATIPO;1;194;10;184;10;108;76;;8;;;21;;;63;;;21;;;;;;43;;;24;;;;;;11;;;3;;;2 374
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200801;PIURA;SECHURA;SECHURA;CEM092;SECHURA;1;177;33;144;43;124;10;;23;;;38;;;28;;;29;;;;;;36;;;20;;;;;;1;;;2;;;9 558
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80601;CUSCO;CANCHIS;SICUANI;CEM093;SICUANI;1;480;26;454;337;127;16;;7;;;14;;;32;;;95;;;;;;134;;;120;;;;;;69;;;9;;;7 856
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;50901;AYACUCHO;SUCRE;QUEROBAMBA;CEM094;SUCRE;1;73;9;64;36;26;11;;0;;;6;;;12;;;13;;;;;;21;;;7;;;;;;11;;;3;;;3 304
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200601;PIURA;SULLANA;SULLANA;CEM095;SULLANA;1;507;47;460;304;144;59;;22;;;48;;;67;;;92;;;;;;132;;;87;;;;;;42;;;17;;;10 220
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150140;LIMA METROPOLITANA;LIMA;SANTIAGO DE SURCO;CEM096;SURCO;1;414;50;364;260;76;78;;15;;;50;;;45;;;37;;;;;;95;;;81;;;;;;55;;;36;;;5 311
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150141;LIMA METROPOLITANA;LIMA;SURQUILLO;CEM097;SURQUILLO;1;188;17;171;110;50;28;;6;;;26;;;26;;;17;;;;;;32;;;33;;;;;;24;;;24;;;2 300
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;230101;TACNA;TACNA;TACNA;CEM098;TACNA;1;572;63;509;278;225;69;;6;;;43;;;76;;;81;;;;;;163;;;123;;;;;;52;;;28;;;9 762
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220901;SAN MARTÍN;SAN MARTÍN;TARAPOTO;CEM099;TARAPOTO;1;640;99;541;390;198;52;;38;;;84;;;75;;;76;;;;;;127;;;136;;;;;;75;;;29;;;5 696
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120701;JUNÍN;TARMA;TARMA;CEM100;TARMA;1;188;28;160;63;84;41;;10;;;21;;;33;;;35;;;;;;30;;;34;;;;;;17;;;8;;;4 794
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;90701;HUANCAVELICA;TAYACAJA;PAMPAS;CEM101;TAYACAJA;1;114;6;108;12;65;37;;2;;;11;;;24;;;27;;;;;;20;;;15;;;;;;11;;;4;;;3 998
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;100601;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;CEM102;TINGO MARIA;1;169;10;159;67;64;38;;2;;;11;;;30;;;25;;;;;;48;;;25;;;;;;18;;;10;;;1 781
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;221001;SAN MARTÍN;TOCACHE;TOCACHE;CEM103;TOCACHE;1;217;20;197;98;62;57;;9;;;39;;;29;;;41;;;;;;53;;;28;;;;;;15;;;3;;;685
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;CEM104;TRUJILLO;1;637;100;537;245;330;62;;77;;;113;;;79;;;70;;;;;;122;;;96;;;;;;53;;;27;;;11 142
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;240101;TUMBES;TUMBES;TUMBES;CEM105;TUMBES;1;137;9;128;69;57;11;;3;;;12;;;20;;;22;;;;;;47;;;23;;;;;;10;;;0;;;1 615
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;10701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;CEM106;UTCUBAMBA;1;197;14;183;75;66;56;;6;;;16;;;48;;;28;;;;;;50;;;34;;;;;;12;;;3;;;7 555
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;70106;CALLAO;CALLAO;VENTANILLA;CEM107;VENTANILLA;1;463;39;424;307;109;47;;16;;;42;;;57;;;82;;;;;;119;;;90;;;;;;46;;;11;;;3 548
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;51101;AYACUCHO;VILCAS HUAMÁN;VILCAS HUAMÁN;CEM108;VILCAS HUAMAN;1;132;17;115;49;74;9;;5;;;12;;;16;;;18;;;;;;37;;;24;;;;;;14;;;6;;;2 360
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150142;LIMA METROPOLITANA;LIMA;VILLA EL SALVADOR;CEM109;VILLA EL SALVADOR;1;723;121;602;261;314;148;;51;;;107;;;158;;;89;;;;;;132;;;104;;;;;;57;;;25;;;13 299
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150143;LIMA METROPOLITANA;LIMA;VILLA MARIA DEL TRIUNFO;CEM110;VILLA MARIA DEL TRIUNFO;1;470;75;395;178;212;80;;28;;;74;;;75;;;54;;;;;;103;;;80;;;;;;44;;;12;;;11 117
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;190307;PASCO;OXAPAMPA;VILLA RICA;CEM111;VILLA RICA;1;219;25;194;80;95;44;;4;;;28;;;33;;;40;;;;;;60;;;32;;;;;;16;;;6;;;4 913
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120801;JUNÍN;YAULI                                                   ;LA OROYA                                                ;CEM112;YAULI;1;64;2;62;5;44;15;;0;;;3;;;13;;;14;;;;;;23;;;9;;;;;;1;;;1;;;12 962
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;151001;LIMA PROVINCIAS;YAUYOS;YAUYOS;CEM113;YAUYOS;1;64;7;57;19;29;16;;2;;;10;;;10;;;7;;;;;;8;;;16;;;;;;8;;;3;;;984
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;160201;LORETO;ALTO AMAZONAS;YURIMAGUAS;CEM114;YURIMAGUAS;1;374;44;330;171;171;32;;15;;;32;;;44;;;69;;;;;;99;;;71;;;;;;31;;;13;;;3 343
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210201;PUNO;AZÁNGARO;AZÁNGARO;CEM115;AZANGARO;1;270;24;246;128;129;13;;2;;;10;;;24;;;63;;;;;;72;;;60;;;;;;31;;;8;;;5 359
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;70103;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;CEM116;CARMEN DE LA LEGUA;1;178;47;131;117;34;27;;34;;;30;;;24;;;8;;;;;;29;;;22;;;;;;15;;;16;;;2 945
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120901;JUNÍN;CHUPACA;CHUPACA;CEM117;CHUPACA;1;350;47;303;150;150;50;;16;;;40;;;64;;;50;;;;;;58;;;60;;;;;;32;;;30;;;10 580
2012;ENE - DIC;5/01/2013;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;CEM118;PACASMAYO;1;271;42;229;135;107;29;;33;;;49;;;56;;;29;;;;;;45;;;36;;;;;;21;;;2;;;11 280
